$Flow file for segment 34,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,
JDAY,PH,Spill,Fish
4085.5,145.08,25.53,1.70
4086.5,147.54,25.94,1.69
4087.5,142.45,26.20,1.70
4088.5,148.73,26.34,1.70
4089.5,147.36,63.67,1.70
4090.5,147.09,83.41,1.70
4091.5,88.92,181.46,1.70
4092.5,146.10,317.17,1.70
4093.5,168.27,420.67,1.70
4094.5,169.90,515.80,1.70
4095.5,143.01,532.77,1.70
4096.5,106.79,557.19,1.70
4097.5,106.55,542.70,1.70
4098.5,102.47,553.53,1.70
4099.5,108.66,492.96,1.70
4100.5,103.69,441.79,1.70
4101.5,88.48,445.62,1.70
4102.5,101.28,447.06,1.70
4103.5,99.59,447.05,1.70
4104.5,101.92,447.29,1.70
4105.5,120.87,369.61,1.70
4106.5,124.78,300.05,1.70
4107.5,127.18,216.17,1.70
4108.5,127.50,159.40,1.70
4109.5,129.58,138.26,1.70
4110.5,130.02,139.97,1.70
4111.5,131.28,140.10,1.70
4112.5,133.79,140.07,1.70
4113.5,132.50,139.96,1.70
4114.5,126.62,139.72,1.70
4115.5,128.64,140.34,1.70
4116.5,130.22,139.97,1.70
4117.5,131.15,136.57,1.70
4118.5,132.29,135.19,1.70
4119.5,133.00,135.99,1.70
4120.5,137.84,138.33,1.70
4121.5,132.21,136.17,1.70
4122.5,132.92,135.15,1.70
4123.5,134.06,129.10,1.70
4124.5,135.05,115.04,1.70
4125.5,133.58,113.50,1.70
4126.5,134.43,112.41,1.70
4127.5,135.76,111.78,1.70
4128.5,136.10,111.79,1.70
4129.5,135.19,111.80,1.70
4130.5,133.60,111.85,1.70
4131.5,133.52,111.13,1.70
4132.5,134.62,109.95,1.70
4133.5,135.43,108.56,1.70
4134.5,119.80,121.40,1.70
4135.5,135.05,90.30,1.70
4136.5,134.70,84.35,1.70
4137.5,132.97,84.57,1.70
4138.5,132.79,82.85,1.70
4139.5,133.62,80.92,1.70
4140.5,134.69,79.90,1.70
4141.5,134.89,79.28,1.70
4142.5,134.94,78.70,1.70
4143.5,136.19,78.82,1.70
4144.5,136.59,71.69,1.70
4145.5,134.36,58.08,1.70
4146.5,134.63,52.20,1.70
4147.5,120.37,70.51,1.70
4148.5,138.49,59.70,1.70
4149.5,144.30,67.43,1.70
4150.5,134.94,60.72,1.70
4151.5,135.30,59.38,1.70
4152.5,136.74,58.75,1.70
4153.5,134.40,59.25,1.70
4154.5,135.73,59.94,1.70
4155.5,134.62,60.59,1.70
4156.5,135.12,61.42,1.70
4157.5,135.99,61.42,1.70
4158.5,134.51,60.54,1.70
4159.5,135.72,59.89,1.70
4160.5,136.13,59.44,1.70
4161.5,136.75,59.85,1.70
4162.5,140.27,60.73,1.70
4163.5,134.14,45.09,1.70
4164.5,132.42,20.31,1.70
4165.5,135.76,3.77,1.70
4166.5,133.93,0.00,1.70
4167.5,133.55,0.00,1.70
4168.5,133.54,0.00,1.70
4169.5,133.74,0.00,1.70
4170.5,132.81,0.00,1.70
4171.5,132.67,31.79,1.70
4172.5,136.33,57.37,1.70
4173.5,136.43,58.29,1.70
4174.5,136.22,59.21,1.70
4175.5,136.00,59.94,1.70
4176.5,133.75,87.10,1.70
4177.5,137.48,108.39,1.70
4178.5,135.67,109.63,1.70
4179.5,139.50,127.00,1.70
4180.5,139.41,142.67,1.70
4181.5,139.41,144.88,1.70
4182.5,136.19,145.20,1.70
4183.5,135.05,144.70,1.70
4184.5,136.11,160.24,1.70
4185.5,135.99,190.61,1.70
4186.5,134.77,202.79,1.70
4187.5,134.77,201.43,1.70
4188.5,135.78,200.33,1.70
4189.5,134.49,224.08,1.70
4190.5,135.72,242.64,1.70
4191.5,136.34,241.69,1.70
4192.5,106.39,238.95,1.70
4193.5,139.93,122.27,1.70
4194.5,136.71,81.84,1.70
4195.5,136.44,81.35,1.70
4196.5,137.10,80.89,1.70
4197.5,135.83,116.30,1.70
4198.5,136.53,169.78,1.70
4199.5,137.95,168.86,1.70
4200.5,141.65,95.74,1.70
4201.5,138.12,25.36,1.70
4202.5,138.30,25.36,1.70
4203.5,134.67,34.08,1.70
4204.5,137.51,110.39,1.70
4205.5,139.72,92.28,1.70
4206.5,138.94,61.20,1.70
4207.5,134.46,35.01,1.70
4208.5,134.49,16.93,1.70
4209.5,136.95,4.20,1.70
4210.5,135.50,0.00,1.70
4211.5,133.84,0.00,1.70
4212.5,120.90,0.00,1.70
4213.5,116.67,0.00,1.70
4214.5,117.22,0.00,1.70
4215.5,120.13,0.00,1.70
4216.5,117.75,0.00,1.70
4217.5,118.72,0.00,1.70
4218.5,119.07,0.00,1.70
4219.5,119.35,0.00,1.70
4220.5,118.20,0.00,1.70
4221.5,131.76,17.30,1.70
4222.5,153.74,31.31,1.70
4223.5,117.46,0.00,1.70
4224.5,108.40,0.00,1.70
4225.5,106.01,0.00,1.70
4226.5,105.47,0.00,1.70
4227.5,104.90,0.00,1.70
4228.5,93.06,0.00,1.70
4229.5,91.61,0.00,1.70
4230.5,90.80,0.00,1.70
4231.5,90.07,0.00,1.70
4232.5,94.10,0.05,1.70
4233.5,78.47,15.53,1.70
4234.5,95.66,0.06,1.70
4235.5,94.00,0.00,1.70
4236.5,94.21,0.00,1.70
4237.5,92.49,0.00,1.70
4238.5,92.79,0.00,1.70
4239.5,61.45,0.00,1.70
4240.5,49.70,0.00,1.70
4241.5,71.05,0.11,1.70
4242.5,93.05,0.00,1.70
4243.5,92.97,0.00,1.70
4244.5,91.95,0.00,1.70
4245.5,93.67,0.00,1.70
4246.5,93.32,0.00,1.70
4247.5,94.31,0.00,1.70
4248.5,92.16,0.00,1.70
4249.5,94.93,0.00,1.70
4250.5,92.80,0.00,1.70
4251.5,93.24,0.00,1.70
4252.5,93.29,0.00,1.70
4253.5,81.29,13.35,1.70
4254.5,100.15,7.45,1.70
4255.5,111.01,0.00,1.70
4256.5,108.35,0.00,1.70
4257.5,109.72,0.00,1.70
4258.5,107.28,0.00,1.70
4259.5,108.56,0.00,1.70
4260.5,108.15,0.00,1.70
4261.5,110.83,0.00,1.70
4262.5,109.36,0.00,1.70
4263.5,107.54,0.00,1.70
4264.5,107.76,0.00,1.70
4265.5,108.06,0.00,1.70
4266.5,107.90,0.00,1.70
4267.5,110.10,0.00,1.70
4268.5,110.55,0.00,1.70
4269.5,111.28,0.00,1.70
4270.5,110.56,0.00,1.70
4271.5,111.08,0.00,1.70
4272.5,109.90,0.00,1.70
4273.5,86.16,0.00,1.70
4274.5,72.30,12.23,1.70
4275.5,85.27,0.00,1.70
4276.5,123.64,7.85,1.70
4277.5,91.70,0.81,1.70
4278.5,106.92,0.00,1.70
4279.5,107.00,0.00,1.70
4280.5,84.51,0.00,1.70
4281.5,83.40,0.00,1.70
4282.5,84.26,0.00,1.70
4283.5,83.88,0.00,1.70
4284.5,85.98,0.00,1.70
4285.5,108.13,0.00,1.70
4286.5,106.46,0.00,1.70
4287.5,85.04,0.00,1.70
4288.5,84.94,0.00,1.70
4289.5,85.41,0.00,1.70
4290.5,85.38,0.00,1.70
4291.5,108.11,0.00,1.70
4292.5,107.28,0.00,1.70
4293.5,107.96,0.00,1.70
4294.5,108.49,0.00,1.70
4295.5,109.90,0.00,1.70
4296.5,107.77,0.00,1.70
4297.5,106.52,0.00,1.70
4298.5,113.21,0.00,1.70
4299.5,111.67,0.00,1.70
4300.5,111.21,0.00,1.70
4301.5,108.17,0.00,1.70
4302.5,110.06,0.00,1.70
4303.5,111.38,0.00,1.70
4304.5,111.83,0.00,1.70
4305.5,108.76,0.00,1.70
4306.5,112.87,0.00,1.70
4307.5,110.16,0.00,1.70
4308.5,109.90,0.00,1.70
4309.5,107.96,0.00,1.70
4310.5,109.43,0.00,1.70
4311.5,82.38,27.42,1.70
4312.5,110.16,0.48,1.70
4313.5,150.43,2.65,1.70
4314.5,95.82,0.00,1.70
4315.5,94.69,0.00,1.70
4316.5,94.28,0.00,1.70
4317.5,95.55,0.00,1.70
4318.5,82.48,0.00,1.70
4319.5,81.61,0.00,1.70
4320.5,80.43,0.00,1.70
4321.5,81.34,0.00,1.70
4322.5,68.91,0.00,1.69
4323.5,68.50,0.00,1.70
4324.5,69.91,0.00,0.86
4325.5,69.94,0.00,1.70
4326.5,68.83,0.00,1.70
4327.5,69.42,0.00,1.70
4328.5,67.70,0.00,1.70
4329.5,68.00,0.00,1.70
4330.5,67.95,0.00,1.70
4331.5,67.97,0.00,1.70
4332.5,70.36,0.00,1.70
4333.5,69.12,0.00,1.70
4334.5,69.53,0.00,1.70
4335.5,69.86,0.00,1.70
4336.5,70.06,0.00,1.70
4337.5,68.33,0.00,1.70
4338.5,69.41,0.00,1.70
4339.5,69.32,0.00,1.70
4340.5,70.05,0.00,1.70
4341.5,67.81,0.00,1.70
4342.5,68.48,0.00,1.70
4343.5,68.65,0.00,1.70
4344.5,61.64,0.00,1.70
4345.5,58.51,0.00,1.70
4346.5,58.18,0.00,1.70
4347.5,58.10,0.00,1.70
4348.5,59.58,0.00,1.70
4349.5,58.38,0.00,1.70
4350.5,58.01,0.00,1.70
4351.5,58.62,0.00,1.70
4352.5,59.00,0.00,1.70
4353.5,57.32,0.00,1.70
4354.5,58.46,0.00,1.70
4355.5,59.72,0.00,1.70
4356.5,58.42,0.00,1.70
4357.5,58.67,0.00,1.70
4358.5,53.02,0.00,1.70
4359.5,53.32,0.00,1.70
4360.5,52.55,0.00,1.70
4361.5,53.08,0.00,1.70
4362.5,54.67,0.00,1.70
4363.5,54.96,0.00,1.70
4364.5,54.37,0.00,1.70
4365.5,53.84,0.00,1.70
4366.5,56.82,0.00,1.70
4367.5,57.56,0.00,1.70
4368.5,55.02,0.00,1.70
4369.5,54.01,0.00,1.70
4370.5,53.65,0.00,1.70
4371.5,27.46,28.48,1.70
4372.5,18.97,35.23,1.70
4373.5,19.05,35.69,1.70
4374.5,30.45,26.21,1.70
4375.5,54.97,0.00,1.70
4376.5,54.68,0.00,1.70
4377.5,54.54,0.00,1.70
4378.5,55.34,0.00,1.70
4379.5,55.26,0.00,1.70
4380.5,54.64,0.00,1.70
4381.5,51.92,4.63,1.70
4382.5,56.56,0.00,1.70
4383.5,53.43,0.00,1.70
4384.5,48.93,0.00,1.70
4385.5,47.72,0.00,1.70
4386.5,48.10,0.00,1.70
4387.5,47.82,0.00,1.70
4388.5,49.63,0.00,1.70
4389.5,46.69,0.00,1.70
4390.5,47.99,0.00,1.70
4391.5,47.05,0.00,1.70
4392.5,46.84,0.00,1.70
4393.5,46.98,0.00,1.70
4394.5,46.39,0.00,1.70
4395.5,46.14,0.00,1.70
4396.5,43.46,2.18,1.70
4397.5,46.47,0.00,1.70
4398.5,46.00,0.00,1.70
4399.5,46.24,0.00,1.70
4400.5,47.05,0.00,1.70
4401.5,46.43,0.01,1.70
4402.5,45.86,0.00,1.68
4403.5,44.27,0.00,1.70
4404.5,38.96,0.00,1.70
4405.5,46.21,0.00,1.70
4406.5,42.75,0.00,1.70
4407.5,22.29,25.95,1.70
4408.5,19.30,28.59,1.70
4409.5,19.08,29.58,1.70
4410.5,30.60,17.00,1.70
4411.5,46.59,0.00,1.70
4412.5,45.04,0.00,1.70
4413.5,45.88,0.00,1.70
4414.5,46.21,0.11,1.70
4415.5,46.48,0.04,1.70
4416.5,45.57,0.00,1.70
4417.5,45.21,0.00,1.70
4418.5,47.71,0.00,1.70
4419.5,45.48,0.00,1.70
4420.5,22.92,22.48,1.70
4421.5,19.13,30.21,1.70
4422.5,19.13,26.74,1.70
4423.5,21.28,20.48,1.70
4424.5,27.92,38.59,1.70
4425.5,16.80,28.96,1.70
4426.5,19.32,23.92,1.70
4427.5,22.44,17.57,1.70
4428.5,20.34,16.92,1.70
4429.5,25.29,11.79,1.70
4430.5,37.85,0.00,1.70
4431.5,37.06,0.00,1.70
4432.5,38.68,0.00,1.70
4433.5,38.69,0.00,1.70
4434.5,38.34,0.00,1.70
4435.5,37.57,0.00,1.70
4436.5,40.64,0.00,1.70
4437.5,39.58,0.00,1.70
4438.5,31.91,8.14,1.70
4439.5,38.78,0.00,1.70
4440.5,39.77,0.00,1.70
4441.5,39.30,0.02,1.70
4442.5,38.79,0.24,1.70
4443.5,36.20,0.00,1.70
4444.5,33.58,0.00,1.70
4445.5,34.76,0.00,1.70
4446.5,32.05,0.00,1.70
4447.5,28.70,0.00,1.70
4448.5,28.12,0.00,1.70
4449.5,28.06,0.00,1.70
4450.5,29.58,0.00,1.70
4451.5,28.82,0.00,1.70
4452.5,28.28,0.00,1.70
4453.5,29.08,0.00,1.70
4454.5,28.38,0.00,1.70
4455.5,28.19,0.00,1.70
4456.5,29.07,0.00,1.70
4457.5,21.30,0.00,1.70
4458.5,24.76,0.00,1.70
4459.5,20.64,0.00,1.70
4460.5,19.95,0.00,1.70
4461.5,24.59,0.00,1.70
4462.5,25.77,0.00,1.70
4463.5,26.80,0.00,1.70
4464.5,25.76,0.00,1.70
4465.5,28.46,0.00,1.70
4466.5,26.90,0.00,1.70
4467.5,27.58,0.00,1.70
4468.5,24.97,0.00,1.70
4469.5,26.86,0.00,1.70
4470.5,26.24,0.00,1.70
4471.5,21.99,0.00,1.70
4472.5,26.41,0.00,1.70
4473.5,27.49,0.00,1.70
4474.5,26.96,0.00,1.70
4475.5,26.89,0.00,1.70
4476.5,26.69,0.00,1.70
4477.5,29.71,0.00,1.70
4478.5,26.85,0.00,1.70
4479.5,27.64,0.00,1.70
4480.5,28.90,0.00,1.70
4481.5,27.42,0.00,1.70
4482.5,26.50,0.00,1.70
4483.5,29.49,0.00,1.70
4484.5,29.36,0.00,1.70
4485.5,26.46,0.00,1.70
4486.5,22.72,0.00,1.70
4487.5,12.96,0.00,1.70
4488.5,24.39,0.00,1.70
4489.5,26.80,0.00,1.70
4490.5,28.51,0.00,1.70
4491.5,31.93,0.00,1.70
4492.5,39.35,0.00,1.70
4493.5,40.87,0.00,1.69
4494.5,51.57,0.00,1.70
4495.5,52.76,0.00,1.70
4496.5,52.25,0.00,1.70
4497.5,53.57,0.00,1.70
4498.5,126.78,0.00,1.70
4499.5,130.77,0.00,1.70
4500.5,132.92,0.00,1.70
4501.5,133.07,37.47,1.70
4502.5,140.02,57.04,1.70
4503.5,137.12,58.93,1.70
4504.5,138.77,61.43,1.70
4505.5,148.15,73.79,1.70
4506.5,148.12,73.83,1.70
4507.5,149.25,74.22,1.70
4508.5,148.99,61.17,1.70
4509.5,146.88,33.95,1.70
4510.5,146.87,15.55,1.70
4511.5,146.34,9.18,1.70
4512.5,145.48,0.00,1.70
4513.5,137.85,0.00,1.70
4514.5,124.51,0.00,1.70
4515.5,112.97,0.00,1.70
4516.5,108.05,0.00,1.70
4517.5,106.94,0.00,1.70
4518.5,105.51,0.00,1.70
4519.5,98.61,0.00,1.70
4520.5,88.70,0.00,1.70
4521.5,81.26,0.00,1.70
4522.5,80.78,0.00,1.70
4523.5,80.86,0.00,1.70
4524.5,79.13,0.00,1.70
4525.5,80.29,0.00,1.70
4526.5,73.37,0.00,1.70
4527.5,59.56,0.00,1.70
4528.5,51.50,0.00,1.70
4529.5,52.59,0.00,1.70
4530.5,52.98,0.00,1.70
4531.5,52.70,0.00,1.70
4532.5,52.95,0.00,1.70
4533.5,52.51,0.00,1.70
4534.5,52.48,0.00,1.70
4535.5,53.21,0.00,1.70
4536.5,52.13,0.02,1.70
4537.5,52.88,0.00,1.70
4538.5,53.25,0.00,1.70
4539.5,52.45,0.00,1.70
4540.5,52.57,0.00,1.70
4541.5,52.51,0.00,1.70
4542.5,78.63,0.00,1.70
4543.5,79.35,0.00,1.70
4544.5,80.42,0.00,1.70
4545.5,79.10,0.00,1.70
4546.5,79.89,0.00,1.70
4547.5,79.63,0.00,1.70
4548.5,79.77,0.00,1.70
4549.5,78.78,0.00,1.70
4550.5,78.81,0.00,1.70
4551.5,102.40,0.00,1.70
4552.5,106.11,0.00,1.70
4553.5,108.02,0.00,1.70
4554.5,108.10,0.00,1.70
4555.5,107.13,0.00,1.70
4556.5,107.79,0.00,1.70
4557.5,102.78,4.81,1.70
4558.5,107.15,0.00,1.70
4559.5,106.78,0.00,1.70
4560.5,106.71,0.00,1.70
4561.5,108.09,0.00,1.70
4562.5,107.63,0.00,1.70
4563.5,107.91,0.00,1.70
4564.5,109.00,0.00,1.70
4565.5,107.91,0.00,1.70
4566.5,106.85,0.00,1.70
4567.5,106.08,0.00,1.70
4568.5,108.99,0.00,1.70
4569.5,110.19,0.00,1.70
4570.5,109.92,0.00,1.70
4571.5,109.06,0.00,1.70
4572.5,110.83,0.00,1.70
4573.5,109.75,0.00,1.70
4574.5,110.75,0.00,1.70
4575.5,108.21,0.00,1.70
4576.5,110.61,0.00,1.70
4577.5,110.46,0.00,1.70
4578.5,110.53,0.18,1.70
4579.5,110.52,0.00,1.70
4580.5,110.60,0.00,1.70
4581.5,121.78,0.00,1.70
4582.5,108.99,12.56,1.70
4583.5,121.76,0.00,1.70
4584.5,120.44,0.00,1.70
4585.5,121.84,0.00,1.70
4586.5,121.75,0.00,1.70
4587.5,122.38,0.04,1.70
4588.5,117.41,0.00,1.70
4589.5,123.25,0.00,1.70
4590.5,126.01,0.00,1.70
4591.5,120.94,0.00,1.70
4592.5,123.73,0.00,1.70
4593.5,121.46,0.00,1.70
4594.5,121.62,0.00,1.70
4595.5,121.63,0.00,1.70
4596.5,121.81,0.03,1.70
4597.5,119.78,0.00,1.70
4598.5,120.71,0.00,1.70
4599.5,121.82,0.00,1.70
4600.5,122.93,0.00,1.70
4601.5,120.76,0.00,1.70
4602.5,123.88,0.00,1.70
4603.5,124.82,0.00,1.70
4604.5,122.67,0.00,1.70
4605.5,72.85,3.93,1.70
4606.5,113.01,0.00,1.70
4607.5,100.95,0.00,1.70
4608.5,87.13,0.00,1.70
4609.5,83.45,0.00,1.70
4610.5,76.23,6.79,1.70
4611.5,74.46,0.00,1.70
4612.5,74.80,0.00,1.70
4613.5,70.51,0.00,1.70
4614.5,68.68,0.00,1.70
4615.5,69.68,0.00,1.70
4616.5,68.45,0.00,1.70
4617.5,68.67,0.00,1.70
4618.5,67.50,0.00,1.70
4619.5,66.92,0.00,1.70
4620.5,63.06,0.00,1.70
4621.5,61.15,0.00,1.70
4622.5,62.63,0.00,1.70
4623.5,95.59,2.50,1.70
4624.5,60.96,0.00,1.70
4625.5,60.76,0.00,1.70
4626.5,61.59,0.00,1.70
4627.5,54.12,0.00,1.70
4628.5,53.00,0.00,1.70
4629.5,52.21,0.00,1.70
4630.5,54.58,0.00,1.70
4631.5,53.77,0.00,1.70
4632.5,52.68,0.00,1.70
4633.5,53.14,0.00,1.70
4634.5,54.30,0.00,1.70
4635.5,54.13,0.00,1.70
4636.5,53.59,0.00,1.70
4637.5,51.86,0.00,1.70
4638.5,52.49,0.00,1.70
4639.5,54.40,0.00,1.70
4640.5,52.83,0.00,1.70
4641.5,50.20,0.00,1.70
4642.5,52.29,0.00,1.70
4643.5,77.28,0.00,1.70
4644.5,51.74,0.00,1.70
4645.5,48.60,0.00,1.70
4646.5,46.26,0.00,1.70
4647.5,47.48,0.00,1.70
4648.5,48.19,0.00,1.70
4649.5,49.64,0.00,1.70
4650.5,48.86,0.00,1.70
4651.5,48.74,0.00,1.70
4652.5,46.33,0.11,1.70
4653.5,49.47,0.00,1.70
4654.5,53.42,0.00,1.70
4655.5,46.40,0.00,1.70
4656.5,49.58,0.00,1.70
4657.5,45.79,0.00,1.70
4658.5,38.81,0.51,1.61
4659.5,45.67,0.00,1.70
4660.5,47.70,0.00,1.70
4661.5,47.90,0.00,1.70
4662.5,37.56,0.00,1.70
4663.5,53.63,0.00,1.70
4664.5,52.36,0.00,1.70
4665.5,54.67,0.00,1.70
4666.5,65.29,0.00,1.70
4667.5,62.30,0.00,1.70
4668.5,39.19,0.00,1.70
4669.5,39.47,0.00,1.70
4670.5,40.09,0.00,1.70
4671.5,39.28,0.00,1.70
4672.5,38.94,0.00,1.70
4673.5,41.17,0.00,1.70
4674.5,40.88,0.00,1.70
4675.5,46.73,0.00,1.70
4676.5,47.70,0.00,1.70
4677.5,46.72,0.00,1.70
4678.5,50.54,0.00,1.70
4679.5,74.91,0.00,1.70
4680.5,50.17,0.00,1.70
4681.5,45.59,0.00,1.70
4682.5,46.50,0.00,1.70
4683.5,46.27,0.00,1.70
4684.5,44.92,0.00,1.70
4685.5,46.08,0.00,1.70
4686.5,46.86,0.00,1.70
4687.5,45.93,0.00,1.70
4688.5,45.39,0.00,1.70
4689.5,46.37,0.00,1.70
4690.5,47.64,0.00,1.70
4691.5,46.74,0.00,1.70
4692.5,47.93,0.00,1.70
4693.5,47.19,0.00,1.70
4694.5,47.59,0.09,1.70
4695.5,47.74,0.00,1.70
4696.5,46.42,0.00,1.70
4697.5,46.73,0.00,1.70
4698.5,46.38,0.00,1.70
4699.5,46.19,0.00,1.70
4700.5,47.15,0.00,1.70
4701.5,47.62,0.00,1.70
4702.5,48.43,0.00,1.70
4703.5,46.19,0.00,1.70
4704.5,47.60,0.00,1.70
4705.5,46.75,0.00,1.70
4706.5,40.60,0.00,1.70
4707.5,45.01,0.00,1.70
4708.5,47.50,0.00,1.70
4709.5,47.32,0.00,1.70
4710.5,47.05,0.00,1.70
4711.5,50.06,0.00,1.70
4712.5,48.64,0.00,1.70
4713.5,46.81,0.00,1.70
4714.5,47.96,0.00,1.70
4715.5,37.53,10.04,1.70
4716.5,47.52,0.00,1.70
4717.5,45.56,0.00,1.70
4718.5,35.19,0.00,1.70
4719.5,120.50,0.00,1.70
4720.5,113.24,0.00,1.70
4721.5,61.37,0.00,1.70
4722.5,46.40,0.00,1.70
4723.5,45.43,0.00,1.70
4724.5,48.76,0.00,1.70
4725.5,50.38,0.00,1.70
4726.5,50.92,0.00,1.70
4727.5,50.42,0.00,1.70
4728.5,51.82,0.00,1.70
4729.5,54.69,0.00,1.70
4730.5,52.14,0.00,1.70
4731.5,64.14,0.00,1.70
4732.5,66.19,0.00,1.70
4733.5,67.14,0.00,1.70
4734.5,83.91,0.00,1.70
4735.5,111.03,3.72,1.70
4736.5,129.62,33.55,1.70
4737.5,136.64,56.82,1.70
4738.5,137.25,56.28,1.70
4739.5,133.82,76.23,1.70
4740.5,133.46,139.47,1.70
4741.5,134.19,138.46,1.70
4742.5,138.18,138.76,1.70
4743.5,138.14,136.83,1.70
4744.5,132.49,139.22,1.70
4745.5,141.82,113.82,1.70
4746.5,141.14,82.14,1.70
4747.5,137.02,54.65,1.70
4748.5,133.64,31.36,1.70
4749.5,133.80,11.80,1.70
4750.5,134.27,2.24,1.70
4751.5,92.37,0.00,1.70
4752.5,127.65,0.00,1.70
4753.5,130.57,0.00,1.70
4754.5,114.98,0.00,1.70
4755.5,102.88,0.00,1.70
4756.5,72.22,30.88,1.70
4757.5,58.94,44.69,1.70
4758.5,59.48,43.14,1.70
4759.5,59.39,42.61,1.70
4760.5,57.37,47.22,1.70
4761.5,63.06,44.79,1.70
4762.5,63.66,45.26,1.70
4763.5,64.35,36.90,1.70
4764.5,63.11,21.01,1.70
4765.5,64.85,6.19,1.70
4766.5,64.61,0.00,1.70
4767.5,65.81,0.00,1.70
4768.5,63.31,0.00,1.70
4769.5,57.38,0.00,1.70
4770.5,59.04,0.00,1.70
4771.5,59.15,0.00,1.70
4772.5,59.00,0.00,1.70
4773.5,59.44,0.00,1.70
4774.5,59.26,0.00,1.70
4775.5,59.46,0.00,1.70
4776.5,57.76,0.00,1.70
4777.5,23.51,35.58,1.70
4778.5,18.41,41.32,1.70
4779.5,13.50,46.11,1.70
4780.5,27.74,31.58,1.70
4781.5,59.18,0.00,1.70
4782.5,60.53,0.00,1.70
4783.5,59.36,0.00,1.70
4784.5,61.02,0.00,1.70
4785.5,61.79,0.00,1.70
4786.5,61.36,0.00,1.70
4787.5,60.98,0.00,1.70
4788.5,61.19,0.00,1.70
4789.5,59.80,0.00,1.70
4790.5,59.16,0.00,1.70
4791.5,59.73,0.00,1.70
4792.5,61.26,0.00,1.70
4793.5,60.47,0.00,1.70
4794.5,61.76,0.00,1.70
4795.5,59.43,0.00,1.70
4796.5,59.37,0.00,1.70
4797.5,59.21,0.00,1.70
4798.5,56.73,0.00,1.70
4799.5,59.31,0.00,1.70
4800.5,53.99,3.55,1.70
4801.5,59.22,0.00,1.70
4802.5,58.78,0.00,1.70
4803.5,57.98,0.00,1.70
4804.5,58.25,0.00,1.70
4805.5,59.50,0.00,1.70
4806.5,59.04,0.00,1.70
4807.5,58.82,0.00,1.70
4808.5,59.60,0.00,1.70
4809.5,58.33,0.00,1.57
4810.5,57.26,0.00,1.70
4811.5,57.62,0.00,1.70
4812.5,58.43,0.00,1.70
4813.5,58.85,0.00,1.70
4814.5,51.46,0.00,1.70
4815.5,44.74,0.00,1.70
4816.5,46.23,0.00,1.70
4817.5,45.90,0.00,1.70
4818.5,47.40,0.00,1.70
4819.5,47.51,0.00,1.70
4820.5,45.49,0.00,1.70
4821.5,47.21,0.00,1.70
4822.5,46.36,0.00,1.70
4823.5,45.45,0.00,1.70
4824.5,46.60,0.00,1.70
4825.5,47.42,0.00,1.70
4826.5,42.99,0.00,1.70
4827.5,39.00,0.77,1.70
4828.5,33.59,0.00,1.70
4829.5,36.02,0.00,1.70
4830.5,35.20,0.00,1.70
4831.5,29.98,0.00,1.70
4832.5,34.03,0.00,1.70
4833.5,30.85,0.00,1.70
4834.5,13.37,17.49,1.70
4835.5,8.77,25.43,1.70
4836.5,16.64,15.07,1.70
4837.5,18.86,10.13,1.70
4838.5,27.50,0.00,1.70
4839.5,30.86,0.00,1.70
4840.5,31.22,1.57,1.65
4841.5,30.98,0.00,1.70
4842.5,32.49,0.00,1.70
4843.5,33.19,0.00,1.70
4844.5,34.02,0.00,1.70
4845.5,34.64,0.00,1.70
4846.5,34.18,0.00,1.70
4847.5,35.25,0.00,1.70
4848.5,34.61,0.00,1.70
4849.5,34.71,0.00,1.70
4850.5,34.35,0.00,1.70
4851.5,34.47,0.00,1.70
4852.5,34.82,0.00,1.70
4853.5,34.11,0.00,1.70
4854.5,34.64,0.00,1.70
4855.5,30.70,0.00,1.70
4856.5,28.31,0.00,1.70
4857.5,28.55,0.00,1.70
4858.5,28.94,0.00,1.70
4859.5,29.13,0.00,1.70
4860.5,29.95,0.00,1.70
4861.5,29.99,0.00,1.70
4862.5,29.95,0.00,1.70
4863.5,29.84,0.00,1.70
4864.5,28.60,0.00,1.70
4865.5,32.69,0.00,1.70
4866.5,34.85,0.00,1.70
4867.5,34.37,0.00,1.70
4868.5,32.72,0.00,1.70
4869.5,29.18,0.00,1.70
4870.5,27.32,0.00,1.70
4871.5,27.03,0.00,1.70
4872.5,27.86,0.00,1.70
4873.5,27.44,0.00,1.70
4874.5,28.44,0.00,1.70
4875.5,27.19,0.00,1.70
4876.5,26.99,0.00,1.70
4877.5,26.73,0.00,1.70
4878.5,26.30,0.00,1.70
4879.5,26.65,0.00,1.70
4880.5,26.97,0.00,1.70
4881.5,25.54,0.00,1.70
4882.5,26.65,0.00,1.70
4883.5,26.50,0.00,1.70
4884.5,28.25,0.00,1.70
4885.5,27.70,0.00,1.70
4886.5,27.42,0.00,1.70
4887.5,26.85,0.00,1.70
4888.5,27.18,0.00,1.70
4889.5,26.80,0.00,1.70
4890.5,25.97,0.00,1.70
4891.5,27.40,0.00,1.70
4892.5,25.60,0.00,1.70
4893.5,26.12,0.00,1.70
4894.5,27.05,0.00,1.70
4895.5,25.27,0.00,1.70
4896.5,27.81,0.00,1.70
4897.5,27.34,0.00,1.70
4898.5,28.06,0.00,1.70
4899.5,29.43,0.00,1.70
4900.5,28.18,0.00,1.70
4901.5,40.72,0.00,1.70
4902.5,40.53,0.00,1.70
4903.5,41.05,0.01,1.70
4904.5,45.05,0.00,1.70
